year,exporter_code,importer_code,product_code,value_thousands_usd,quantity,exporter,importer,product,value_million_usd
2004,804,842,110220,0.18,0.456,Ukraine,USA,Maize,0.00017999999999999998
2004,804,842,110311,4.86,11.15,Ukraine,USA,Wheat,0.004860000000000001
2004,804,842,110313,0.07,0.198,Ukraine,USA,Maize,7.000000000000001e-05
2004,804,860,110812,38.25,102.0,Ukraine,Uzbekistan,Maize,0.03825
2004,804,887,110100,156.734,419.083,Ukraine,Yemen,Wheat,0.156734
2004,804,887,110220,6.951,22.057,Ukraine,Yemen,Maize,0.006951
2004,804,891,100510,168.436,297.073,Ukraine,Serbia and Montenegro (...2005),Maize,0.168436
2004,804,891,100590,680.472,3144.78,Ukraine,Serbia and Montenegro (...2005),Maize,0.680472
2005,804,8,100110,1532.287,10210.0,Ukraine,Albania,Wheat,1.532287
2005,804,8,100190,3495.08,27823.709,Ukraine,Albania,Wheat,3.4950799999999997
2005,804,8,100590,2149.839,21251.266,Ukraine,Albania,Maize,2.149839
2005,804,12,100110,2666.607,20182.858,Ukraine,Algeria,Wheat,2.666607
2005,804,12,100190,37481.283,352925.033,Ukraine,Algeria,Wheat,37.481283000000005
2005,804,12,100590,22662.65,228813.214,Ukraine,Algeria,Maize,22.662650000000003
2005,804,12,110313,1.654,7.5,Ukraine,Algeria,Maize,0.0016539999999999999
2005,804,31,100510,68.2,29.544,Ukraine,Azerbaijan,Maize,0.0682
2005,804,31,100590,212.874,2313.17,Ukraine,Azerbaijan,Maize,0.212874
2005,804,31,110100,0.085,0.1,Ukraine,Azerbaijan,Wheat,8.5e-05
2005,804,31,110220,0.204,1.0,Ukraine,Azerbaijan,Maize,0.000204
2005,804,31,110313,20.97,80.0,Ukraine,Azerbaijan,Maize,0.02097
2005,804,31,110812,165.056,613.924,Ukraine,Azerbaijan,Maize,0.165056
2005,804,40,100190,1232.576,11245.1,Ukraine,Austria,Wheat,1.2325760000000001
2005,804,40,100590,122.832,1297.95,Ukraine,Austria,Maize,0.122832
2005,804,48,100590,2.173,11.0,Ukraine,Bahrain,Maize,0.002173
2005,804,50,100190,11519.139,81210.284,Ukraine,Bangladesh,Wheat,11.519139
2005,804,51,100110,192.277,1165.3,Ukraine,Armenia,Wheat,0.19227699999999998
2005,804,51,100190,165.794,1519.512,Ukraine,Armenia,Wheat,0.16579400000000002
2005,804,51,100590,1547.528,15738.47,Ukraine,Armenia,Maize,1.547528
2005,804,51,110100,29.303,135.7,Ukraine,Armenia,Wheat,0.029303
2005,804,51,110313,1.141,5.0,Ukraine,Armenia,Maize,0.001141
2005,804,68,100190,0.002,0.011,Ukraine,Bolivia (Plurinational State of),Wheat,2e-06
2005,804,76,110900,18.397,20.0,Ukraine,Brazil,Wheat,0.018397
2005,804,100,100190,2.656,20.0,Ukraine,Bulgaria,Wheat,0.002656
2005,804,100,100510,10.411,20.0,Ukraine,Bulgaria,Maize,0.010411
2005,804,100,110812,20.537,79.145,Ukraine,Bulgaria,Maize,0.020537
2005,804,104,100190,338.365,2942.8,Ukraine,Myanmar,Wheat,0.338365
2005,804,112,100110,36.828,341.0,Ukraine,Belarus,Wheat,0.036828
2005,804,112,100190,3052.583,28852.638,Ukraine,Belarus,Wheat,3.0525830000000003
2005,804,112,100510,1527.454,1852.434,Ukraine,Belarus,Maize,1.5274539999999999
2005,804,112,100590,22772.786,256873.576,Ukraine,Belarus,Maize,22.772786
2005,804,112,110220,7.155,53.77,Ukraine,Belarus,Maize,0.007155
2005,804,112,110311,75.335,270.7,Ukraine,Belarus,Wheat,0.075335
2005,804,112,110313,375.221,1686.501,Ukraine,Belarus,Maize,0.375221
2005,804,112,110812,530.027,1706.619,Ukraine,Belarus,Maize,0.530027
2005,804,112,110900,10.5,10.0,Ukraine,Belarus,Wheat,0.0105
2005,804,120,100190,2366.276,9632.108,Ukraine,Cameroon,Wheat,2.366276
2005,804,124,110311,5.912,15.566,Ukraine,Canada,Wheat,0.005912
2005,804,124,110321,0.281,0.78,Ukraine,Canada,Wheat,0.00028100000000000005
2005,804,136,110100,0.021,0.025,Ukraine,Cayman Isds,Wheat,2.1000000000000002e-05
2005,804,148,100190,454.725,4202.0,Ukraine,Chad,Wheat,0.45472500000000005
2005,804,196,100190,4594.411,28449.958,Ukraine,Cyprus,Wheat,4.594411
2005,804,196,100590,874.493,9088.773,Ukraine,Cyprus,Maize,0.8744930000000001
2005,804,196,110311,0.733,2.016,Ukraine,Cyprus,Wheat,0.000733
2005,804,196,110313,0.551,2.0,Ukraine,Cyprus,Maize,0.0005510000000000001
2005,804,208,110100,0.047,0.344,Ukraine,Denmark,Wheat,4.7e-05
2005,804,208,110812,0.018,0.05,Ukraine,Denmark,Maize,1.7999999999999997e-05
2005,804,232,100190,5562.349,47659.479,Ukraine,Eritrea,Wheat,5.562349
2005,804,251,100190,32.86,249.54,Ukraine,France,Wheat,0.03286
2005,804,251,100510,36.595,18.098,Ukraine,France,Maize,0.036594999999999996
2005,804,262,100190,814.072,6826.6,Ukraine,Djibouti,Wheat,0.814072
2005,804,268,100110,206.091,2074.22,Ukraine,Georgia,Wheat,0.206091
2005,804,268,100190,230.062,2356.66,Ukraine,Georgia,Wheat,0.23006200000000002
2005,804,268,100590,1463.642,24391.106,Ukraine,Georgia,Maize,1.463642
2005,804,268,110100,3445.127,15559.264,Ukraine,Georgia,Wheat,3.445127
2005,804,268,110313,3.243,15.0,Ukraine,Georgia,Maize,0.003243
2005,804,276,100110,692.0,2941.6,Ukraine,Germany,Wheat,0.692
2005,804,276,100190,2717.96,22724.8,Ukraine,Germany,Wheat,2.71796
2005,804,276,100590,1075.843,11498.38,Ukraine,Germany,Maize,1.075843
2005,804,276,110220,0.2,0.477,Ukraine,Germany,Maize,0.0002
2005,804,276,110311,20.013,56.237,Ukraine,Germany,Wheat,0.020013000000000003
2005,804,276,110313,4.467,10.82,Ukraine,Germany,Maize,0.004467
2005,804,300,100190,5412.047,9969.069,Ukraine,Greece,Wheat,5.412046999999999
2005,804,300,110311,1.268,2.539,Ukraine,Greece,Wheat,0.001268
2005,804,324,100190,1824.886,12668.058,Ukraine,Guinea,Wheat,1.824886
2005,804,324,110100,0.03,0.05,Ukraine,Guinea,Wheat,2.9999999999999997e-05
2005,804,348,100190,32319.362,285654.319,Ukraine,Hungary,Wheat,32.319362
2005,804,348,100590,177.296,751.714,Ukraine,Hungary,Maize,0.17729599999999998
2005,804,360,100190,38487.6,316098.577,Ukraine,Indonesia,Wheat,38.4876
2005,804,364,100510,41296.707,257766.543,Ukraine,Iran,Maize,41.296707000000005
2005,804,364,100590,50642.609,516772.457,Ukraine,Iran,Maize,50.642609
2005,804,372,100190,958.109,8099.14,Ukraine,Ireland,Wheat,0.958109
2005,804,376,100190,29405.413,541605.802,Ukraine,Israel,Wheat,29.405413
2005,804,376,100590,10009.663,179860.508,Ukraine,Israel,Maize,10.009663
2005,804,376,110100,14.809,28.315,Ukraine,Israel,Wheat,0.014809
2005,804,376,110311,0.828,2.544,Ukraine,Israel,Wheat,0.000828
2005,804,376,110313,0.247,1.104,Ukraine,Israel,Maize,0.000247
2005,804,380,100190,51242.403,340848.38,Ukraine,Italy,Wheat,51.242402999999996
2005,804,380,100590,119.334,824.267,Ukraine,Italy,Maize,0.11933400000000001
2005,804,384,100590,401.165,3425.0,Ukraine,CÃ´te d'Ivoire,Maize,0.401165
2005,804,398,100190,17.061,45.0,Ukraine,Kazakhstan,Wheat,0.017061
2005,804,398,100590,10.286,67.869,Ukraine,Kazakhstan,Maize,0.010286
2005,804,398,110313,15.359,64.0,Ukraine,Kazakhstan,Maize,0.015359
2005,804,398,110812,11.19,43.9,Ukraine,Kazakhstan,Maize,0.01119
2005,804,400,100110,16329.668,79551.715,Ukraine,Jordan,Wheat,16.329667999999998
2005,804,400,100190,12653.519,104260.16,Ukraine,Jordan,Wheat,12.653519000000001
2005,804,400,100590,1539.684,14254.136,Ukraine,Jordan,Maize,1.539684
2005,804,404,100190,12130.67,116619.853,Ukraine,Kenya,Wheat,12.13067
2005,804,408,110100,0.062,0.1,Ukraine,Dem. People's Rep. of Korea,Wheat,6.2e-05
2005,804,408,110311,0.003,0.005,Ukraine,Dem. People's Rep. of Korea,Wheat,3e-06
2005,804,410,100190,27378.078,338638.775,Ukraine,Rep. of Korea,Wheat,27.378078000000002
2005,804,414,110812,38.408,119.775,Ukraine,Kuwait,Maize,0.038408000000000005
2005,804,422,100590,7539.0,32625.543,Ukraine,Lebanon,Maize,7.539
2005,804,422,110812,114.22,220.586,Ukraine,Lebanon,Maize,0.11422
2005,804,430,110311,0.004,0.01,Ukraine,Liberia,Wheat,4e-06
2005,804,434,100190,16035.341,163487.688,Ukraine,Libya,Wheat,16.035341
2005,804,434,100590,18227.091,190575.946,Ukraine,Libya,Maize,18.227091
2005,804,450,110100,13.751,88.0,Ukraine,Madagascar,Wheat,0.013751
2005,804,458,100190,3708.348,35084.457,Ukraine,Malaysia,Wheat,3.708348
2005,804,458,100590,4602.002,51523.682,Ukraine,Malaysia,Maize,4.602002000000001
2005,804,458,110311,58.187,368.09,Ukraine,Malaysia,Wheat,0.058186999999999996
2005,804,478,100190,7683.566,75078.037,Ukraine,Mauritania,Wheat,7.683566
2005,804,490,100110,70.128,430.0,Ukraine,"Other Asia, nes",Wheat,0.070128
2005,804,490,100190,640.949,4071.0,Ukraine,"Other Asia, nes",Wheat,0.640949
2005,804,498,100110,26.367,764.493,Ukraine,Rep. of Moldova,Wheat,0.026367
2005,804,498,100190,24.665,59.038,Ukraine,Rep. of Moldova,Wheat,0.024665
2005,804,498,110100,179.247,1242.388,Ukraine,Rep. of Moldova,Wheat,0.17924700000000002
2005,804,498,110220,3.732,17.55,Ukraine,Rep. of Moldova,Maize,0.003732
2005,804,498,110311,236.379,948.176,Ukraine,Rep. of Moldova,Wheat,0.23637899999999998
2005,804,498,110313,12.62,53.374,Ukraine,Rep. of Moldova,Maize,0.01262
2005,804,498,110812,128.687,359.5,Ukraine,Rep. of Moldova,Maize,0.12868700000000002
2005,804,504,100190,38440.117,324867.39,Ukraine,Morocco,Wheat,38.440117
2005,804,504,100590,1731.251,13000.0,Ukraine,Morocco,Maize,1.7312509999999999
2005,804,508,100190,3932.299,39273.484,Ukraine,Mozambique,Wheat,3.932299
2005,804,528,100190,1943.26,13116.821,Ukraine,Netherlands,Wheat,1.94326
2005,804,566,100190,4805.242,44280.805,Ukraine,Nigeria,Wheat,4.805242
2005,804,583,110100,10.431,28.996,Ukraine,FS Micronesia,Wheat,0.010431
2005,804,584,110220,0.01,0.015,Ukraine,Marshall Isds,Maize,1e-05
2005,804,584,110311,0.012,0.015,Ukraine,Marshall Isds,Wheat,1.2e-05
2005,804,586,100510,0.291,0.04,Ukraine,Pakistan,Maize,0.00029099999999999997
2005,804,586,110100,0.442,1.45,Ukraine,Pakistan,Wheat,0.000442
2005,804,591,100590,0.01,0.004,Ukraine,Panama,Maize,1e-05
2005,804,591,110100,0.016,0.048,Ukraine,Panama,Wheat,1.6e-05
2005,804,604,100110,5446.684,36539.96,Ukraine,Peru,Wheat,5.446684
2005,804,604,100190,4488.293,36490.187,Ukraine,Peru,Wheat,4.488293
2005,804,608,100190,12503.207,140748.163,Ukraine,Philippines,Wheat,12.503207
2005,804,616,100590,6.2,20.73,Ukraine,Poland,Maize,0.0062
2005,804,620,100590,2695.242,62655.472,Ukraine,Portugal,Maize,2.6952420000000004
2005,804,643,100110,400.302,1793.836,Ukraine,Russian Federation,Wheat,0.40030200000000005
2005,804,643,100190,84.818,358.541,Ukraine,Russian Federation,Wheat,0.084818
2005,804,643,100510,330.003,709.942,Ukraine,Russian Federation,Maize,0.330003
2005,804,643,100590,13115.022,140883.169,Ukraine,Russian Federation,Maize,13.115022000000002
2005,804,643,110100,35.045,151.249,Ukraine,Russian Federation,Wheat,0.035045
2005,804,643,110220,19.962,131.277,Ukraine,Russian Federation,Maize,0.019962
2005,804,643,110311,0.003,0.005,Ukraine,Russian Federation,Wheat,3e-06
2005,804,643,110313,1959.143,9949.28,Ukraine,Russian Federation,Maize,1.959143
2005,804,643,110812,1086.479,4987.45,Ukraine,Russian Federation,Maize,1.086479
2005,804,682,100190,74.374,618.525,Ukraine,Saudi Arabia,Wheat,0.074374
2005,804,704,100190,5220.348,49559.935,Ukraine,Viet Nam,Wheat,5.2203479999999995
2005,804,705,110812,33.879,100.0,Ukraine,Slovenia,Maize,0.033879
2005,804,710,100190,7338.115,49616.172,Ukraine,South Africa,Wheat,7.338115
2005,804,724,100190,166149.806,1424547.982,Ukraine,Spain,Wheat,166.149806
2005,804,724,100590,35377.23,329186.949,Ukraine,Spain,Maize,35.377230000000004
2005,804,724,110311,0.959,1.605,Ukraine,Spain,Wheat,0.000959
2005,804,736,100110,3865.384,17542.821,Ukraine,Sudan (...2011),Wheat,3.865384
2005,804,736,100190,5035.281,41199.815,Ukraine,Sudan (...2011),Wheat,5.035281
2005,804,736,100590,1308.903,14167.401,Ukraine,Sudan (...2011),Maize,1.308903
2005,804,736,110100,221.581,714.0,Ukraine,Sudan (...2011),Wheat,0.221581
2005,804,757,100110,7.323,19.588,Ukraine,Switzerland,Wheat,0.0073230000000000005
2005,804,760,100190,8555.934,28586.127,Ukraine,Syria,Wheat,8.555933999999999
2005,804,760,100590,19216.753,201572.867,Ukraine,Syria,Maize,19.216753
2005,804,760,110812,50.603,149.0,Ukraine,Syria,Maize,0.050603
2005,804,764,100510,0.565,0.001,Ukraine,Thailand,Maize,0.000565
2005,804,780,110812,14.804,19.595,Ukraine,Trinidad and Tobago,Maize,0.014804
2005,804,784,100190,5550.402,53222.235,Ukraine,United Arab Emirates,Wheat,5.550402
2005,804,784,110100,8.58,66.0,Ukraine,United Arab Emirates,Wheat,0.00858
2005,804,784,110812,8.449,26.011,Ukraine,United Arab Emirates,Maize,0.008449
2005,804,788,100190,59954.737,480938.854,Ukraine,Tunisia,Wheat,59.954737
2005,804,788,100590,18632.806,199211.412,Ukraine,Tunisia,Maize,18.632806000000002
2005,804,792,100190,1.475,3.0,Ukraine,TÃ¼rkiye,Wheat,0.0014750000000000002
2005,804,792,100590,4056.722,36335.526,Ukraine,TÃ¼rkiye,Maize,4.056722000000001
2005,804,792,110311,0.008,0.018,Ukraine,TÃ¼rkiye,Wheat,8e-06
2005,804,795,110311,24.174,56.682,Ukraine,Turkmenistan,Wheat,0.024174
2005,804,795,110313,1.351,5.998,Ukraine,Turkmenistan,Maize,0.001351
2005,804,800,100110,57.182,343.355,Ukraine,Uganda,Wheat,0.057182000000000004
2005,804,800,100190,4202.928,14325.198,Ukraine,Uganda,Wheat,4.202928
2005,804,818,100110,14124.288,69058.003,Ukraine,Egypt,Wheat,14.124288
2005,804,818,100190,14140.2,142413.839,Ukraine,Egypt,Wheat,14.1402
2005,804,818,100510,251.127,,Ukraine,Egypt,Maize,0.251127
2005,804,818,100590,16496.388,179280.75,Ukraine,Egypt,Maize,16.496388
2005,804,826,100190,2612.914,24653.577,Ukraine,United Kingdom,Wheat,2.6129140000000004
2005,804,826,100590,4620.395,49242.8,Ukraine,United Kingdom,Maize,4.620395
2005,804,826,110100,1.245,3.72,Ukraine,United Kingdom,Wheat,0.001245
2005,804,826,110311,0.915,2.22,Ukraine,United Kingdom,Wheat,0.000915
2005,804,826,110313,0.057,0.18,Ukraine,United Kingdom,Maize,5.7e-05
2005,804,834,100190,4609.561,34549.264,Ukraine,United Rep. of Tanzania,Wheat,4.609560999999999
2005,804,842,100190,973.156,9377.282,Ukraine,USA,Wheat,0.9731559999999999
2005,804,842,100590,1255.186,12551.863,Ukraine,USA,Maize,1.255186
2005,804,842,110100,7.595,25.134,Ukraine,USA,Wheat,0.007594999999999999
2005,804,842,110220,0.048,0.1,Ukraine,USA,Maize,4.8e-05
2005,804,842,110311,12.251,27.612,Ukraine,USA,Wheat,0.012251
2005,804,842,110313,0.417,1.261,Ukraine,USA,Maize,0.000417
2005,804,860,100190,112.8,240.0,Ukraine,Uzbekistan,Wheat,0.1128
2005,804,860,110100,12.805,65.0,Ukraine,Uzbekistan,Wheat,0.012805
2005,804,887,100110,8311.914,58421.0,Ukraine,Yemen,Wheat,8.311914
2005,804,887,100190,11068.49,96920.275,Ukraine,Yemen,Wheat,11.06849
2005,804,891,100510,12.0,20.0,Ukraine,Serbia and Montenegro (...2005),Maize,0.012
2006,804,8,100110,5707.552,37822.422,Ukraine,Albania,Wheat,5.707552
2006,804,8,100190,5919.623,65757.429,Ukraine,Albania,Wheat,5.919623
2006,804,8,100590,1170.198,10512.17,Ukraine,Albania,Maize,1.170198
2006,804,12,100110,1948.449,14057.984,Ukraine,Algeria,Wheat,1.948449
2006,804,12,100190,20353.213,84870.811,Ukraine,Algeria,Wheat,20.353213
2006,804,12,100590,5968.31,29656.761,Ukraine,Algeria,Maize,5.968310000000001
2006,804,12,110313,2.806,10.691,Ukraine,Algeria,Maize,0.002806
2006,804,24,110100,19.389,79.988,Ukraine,Angola,Wheat,0.019389
2006,804,31,100590,549.66,4586.947,Ukraine,Azerbaijan,Maize,0.5496599999999999
2006,804,31,110100,0.09,0.1,Ukraine,Azerbaijan,Wheat,8.999999999999999e-05
2006,804,31,110812,211.538,720.693,Ukraine,Azerbaijan,Maize,0.211538
2006,804,40,100190,1883.361,13904.54,Ukraine,Austria,Wheat,1.883361
2006,804,40,100510,2.288,0.639,Ukraine,Austria,Maize,0.0022879999999999997
2006,804,40,100590,15.609,181.5,Ukraine,Austria,Maize,0.015609
2006,804,48,100110,1.516,6.5,Ukraine,Bahrain,Wheat,0.001516
2006,804,48,100190,2.415,10.5,Ukraine,Bahrain,Wheat,0.002415
2006,804,50,100190,54556.848,415867.597,Ukraine,Bangladesh,Wheat,54.556847999999995
2006,804,51,100110,2255.783,12984.15,Ukraine,Armenia,Wheat,2.255783
2006,804,51,100190,370.888,2179.321,Ukraine,Armenia,Wheat,0.370888
2006,804,51,100590,89.415,429.88,Ukraine,Armenia,Maize,0.08941500000000001
2006,804,51,110311,0.875,5.0,Ukraine,Armenia,Wheat,0.000875
2006,804,51,110812,0.856,2.0,Ukraine,Armenia,Maize,0.000856
2006,804,56,100190,16244.101,57375.858,Ukraine,Belgium,Wheat,16.244101
2006,804,92,100190,461.291,2956.67,Ukraine,Br. Virgin Isds,Wheat,0.461291
2006,804,100,100190,10.89,60.0,Ukraine,Bulgaria,Wheat,0.01089
2006,804,100,110812,10.663,22.805,Ukraine,Bulgaria,Maize,0.010663
2006,804,104,100190,195.773,1500.24,Ukraine,Myanmar,Wheat,0.195773
2006,804,112,100110,291.751,2557.138,Ukraine,Belarus,Wheat,0.291751
2006,804,112,100190,6556.238,51853.157,Ukraine,Belarus,Wheat,6.5562380000000005
2006,804,112,100510,1157.482,648.211,Ukraine,Belarus,Maize,1.157482
2006,804,112,100590,25754.302,203795.746,Ukraine,Belarus,Maize,25.754302
2006,804,112,110220,14.75,111.0,Ukraine,Belarus,Maize,0.01475
2006,804,112,110311,21.591,67.85,Ukraine,Belarus,Wheat,0.021591000000000003
2006,804,112,110313,122.538,482.936,Ukraine,Belarus,Maize,0.122538
2006,804,112,110812,689.232,2435.588,Ukraine,Belarus,Maize,0.689232
2006,804,124,100590,0.016,0.154,Ukraine,Canada,Maize,1.6e-05
2006,804,124,110100,0.331,0.997,Ukraine,Canada,Wheat,0.000331
2006,804,124,110311,4.552,12.343,Ukraine,Canada,Wheat,0.004552
2006,804,124,110321,0.182,0.54,Ukraine,Canada,Wheat,0.000182
2006,804,144,100110,141.924,504.332,Ukraine,Sri Lanka,Wheat,0.141924
2006,804,144,100190,375.877,1497.53,Ukraine,Sri Lanka,Wheat,0.375877
2006,804,196,100190,280.211,7659.091,Ukraine,Cyprus,Wheat,0.280211
2006,804,196,100590,468.332,4289.99,Ukraine,Cyprus,Maize,0.46833199999999997
2006,804,196,110100,1.046,2.016,Ukraine,Cyprus,Wheat,0.001046
2006,804,196,110311,0.533,1.008,Ukraine,Cyprus,Wheat,0.000533
2006,804,208,110100,0.185,0.221,Ukraine,Denmark,Wheat,0.000185
2006,804,218,100110,4697.097,25020.801,Ukraine,Ecuador,Wheat,4.697096999999999
2006,804,218,100190,3645.639,25020.801,Ukraine,Ecuador,Wheat,3.645639
2006,804,231,100110,3419.377,13880.6,Ukraine,Ethiopia,Wheat,3.419377
2006,804,232,100190,871.312,7384.0,Ukraine,Eritrea,Wheat,0.871312
2006,804,251,110100,8.784,20.071,Ukraine,France,Wheat,0.008784
2006,804,262,100190,1502.539,13912.4,Ukraine,Djibouti,Wheat,1.502539
2006,804,268,100110,469.251,2969.94,Ukraine,Georgia,Wheat,0.469251
2006,804,268,100190,3473.801,22272.528,Ukraine,Georgia,Wheat,3.473801
2006,804,268,100590,4832.034,37235.484,Ukraine,Georgia,Maize,4.832033999999999
2006,804,268,110100,2546.584,9668.646,Ukraine,Georgia,Wheat,2.5465839999999997
2006,804,268,110311,10.969,51.459,Ukraine,Georgia,Wheat,0.010969
2006,804,276,110100,0.56,2.016,Ukraine,Germany,Wheat,0.0005600000000000001
2006,804,276,110220,0.21,0.498,Ukraine,Germany,Maize,0.00020999999999999998
2006,804,276,110311,12.616,31.464,Ukraine,Germany,Wheat,0.012616
2006,804,276,110313,4.267,9.295,Ukraine,Germany,Maize,0.004267
2006,804,288,110100,67.472,240.0,Ukraine,Ghana,Wheat,0.06747199999999999
2006,804,300,100110,0.214,0.648,Ukraine,Greece,Wheat,0.000214
2006,804,300,100190,13486.022,18623.877,Ukraine,Greece,Wheat,13.486022
2006,804,300,110311,1.245,4.371,Ukraine,Greece,Wheat,0.001245
2006,804,300,110313,0.237,0.72,Ukraine,Greece,Maize,0.000237
2006,804,308,100590,1.132,1.5,Ukraine,Grenada,Maize,0.001132
2006,804,340,100590,17.944,0.01,Ukraine,Honduras,Maize,0.017943999999999998
2006,804,348,100190,7710.212,63584.93,Ukraine,Hungary,Wheat,7.710212
2006,804,348,100590,1214.273,21672.985,Ukraine,Hungary,Maize,1.214273
2006,804,360,100190,9204.06,59733.753,Ukraine,Indonesia,Wheat,9.20406
2006,804,364,100590,17477.057,169080.841,Ukraine,Iran,Maize,17.477057000000002
2006,804,372,100190,597.997,5199.975,Ukraine,Ireland,Wheat,0.597997
2006,804,376,100190,31470.85,467727.814,Ukraine,Israel,Wheat,31.47085
2006,804,376,100590,11770.149,217900.454,Ukraine,Israel,Maize,11.770149
2006,804,376,110100,11.207,15.138,Ukraine,Israel,Wheat,0.011207
2006,804,376,110311,0.646,2.0,Ukraine,Israel,Wheat,0.000646
2006,804,376,110313,2.0,5.678,Ukraine,Israel,Maize,0.002
2006,804,380,100110,417.631,2944.46,Ukraine,Italy,Wheat,0.417631
2006,804,380,100190,55355.872,357874.049,Ukraine,Italy,Wheat,55.355872000000005
2006,804,380,100590,3.671,24.26,Ukraine,Italy,Maize,0.003671
2006,804,380,110311,0.279,0.75,Ukraine,Italy,Wheat,0.000279
2006,804,398,100110,43.783,129.75,Ukraine,Kazakhstan,Wheat,0.043783
2006,804,398,100190,76.419,389.35,Ukraine,Kazakhstan,Wheat,0.076419
2006,804,398,100510,29.67,19.11,Ukraine,Kazakhstan,Maize,0.029670000000000002
2006,804,398,110313,17.241,64.0,Ukraine,Kazakhstan,Maize,0.017241
2006,804,400,100190,6803.404,52500.0,Ukraine,Jordan,Wheat,6.8034040000000005
2006,804,400,100590,1601.501,16499.733,Ukraine,Jordan,Maize,1.601501
2006,804,404,100190,23993.39,180059.672,Ukraine,Kenya,Wheat,23.993389999999998
2006,804,404,100590,1043.023,7536.669,Ukraine,Kenya,Maize,1.0430229999999998
2006,804,410,100190,19215.557,92154.856,Ukraine,Rep. of Korea,Wheat,19.215557
2006,804,417,110220,0.021,0.09,Ukraine,Kyrgyzstan,Maize,2.1000000000000002e-05
2006,804,417,110313,0.548,1.935,Ukraine,Kyrgyzstan,Maize,0.0005480000000000001
2006,804,422,100110,2120.69,13384.041,Ukraine,Lebanon,Wheat,2.12069
2006,804,422,100190,1317.133,10068.66,Ukraine,Lebanon,Wheat,1.317133
2006,804,422,100590,1214.626,9485.914,Ukraine,Lebanon,Maize,1.214626
2006,804,422,110812,134.8,363.8,Ukraine,Lebanon,Maize,0.1348
2006,804,434,100190,5089.111,41704.583,Ukraine,Libya,Wheat,5.089111
2006,804,434,100590,15672.023,151094.987,Ukraine,Libya,Maize,15.672023
2006,804,440,110812,33.026,98.618,Ukraine,Lithuania,Maize,0.03302600000000001
2006,804,458,100190,226.559,3029.851,Ukraine,Malaysia,Wheat,0.226559
2006,804,458,100510,3266.208,23299.74,Ukraine,Malaysia,Maize,3.2662080000000002
2006,804,458,100590,2670.81,12090.363,Ukraine,Malaysia,Maize,2.67081
2006,804,458,110100,5.798,23.0,Ukraine,Malaysia,Wheat,0.005798
2006,804,458,110311,147.016,901.19,Ukraine,Malaysia,Wheat,0.14701599999999998
2006,804,466,100110,6101.116,24548.543,Ukraine,Mali,Wheat,6.101116
2006,804,478,100190,5946.87,51044.82,Ukraine,Mauritania,Wheat,5.94687
2006,804,490,100110,206.095,1258.0,Ukraine,"Other Asia, nes",Wheat,0.206095
2006,804,490,100190,510.747,3350.0,Ukraine,"Other Asia, nes",Wheat,0.5107470000000001
2006,804,490,100590,205.573,1475.0,Ukraine,"Other Asia, nes",Maize,0.205573
2006,804,498,100110,0.266,0.5,Ukraine,Rep. of Moldova,Wheat,0.000266
2006,804,498,100190,304.622,2307.694,Ukraine,Rep. of Moldova,Wheat,0.304622
2006,804,498,100510,1.958,0.71,Ukraine,Rep. of Moldova,Maize,0.001958
2006,804,498,110100,131.349,635.358,Ukraine,Rep. of Moldova,Wheat,0.131349
2006,804,498,110220,5.191,21.69,Ukraine,Rep. of Moldova,Maize,0.0051909999999999994
2006,804,498,110311,97.174,430.213,Ukraine,Rep. of Moldova,Wheat,0.09717400000000001
2006,804,498,110313,10.516,37.286,Ukraine,Rep. of Moldova,Maize,0.010516
2006,804,498,110812,84.626,245.0,Ukraine,Rep. of Moldova,Maize,0.084626
2006,804,504,100190,9617.844,64365.483,Ukraine,Morocco,Wheat,9.617844
2006,804,508,100190,3040.74,21413.665,Ukraine,Mozambique,Wheat,3.04074
2006,804,512,110100,11.893,66.0,Ukraine,Oman,Wheat,0.011893
2006,804,528,100190,388.275,2967.55,Ukraine,Netherlands,Wheat,0.388275
2006,804,566,100190,893.429,8554.23,Ukraine,Nigeria,Wheat,0.893429
2006,804,604,100110,13552.531,74586.86,Ukraine,Peru,Wheat,13.552531
2006,804,604,100190,14165.887,94269.214,Ukraine,Peru,Wheat,14.165887000000001
2006,804,608,100190,13288.68,97623.121,Ukraine,Philippines,Wheat,13.288680000000001
2006,804,616,100190,51.911,305.436,Ukraine,Poland,Wheat,0.051911
2006,804,616,100590,3.824,39.635,Ukraine,Poland,Maize,0.0038239999999999997
2006,804,620,100590,7369.184,23605.357,Ukraine,Portugal,Maize,7.369184000000001
2006,804,620,110311,0.503,1.008,Ukraine,Portugal,Wheat,0.000503
2006,804,643,100190,164.828,855.069,Ukraine,Russian Federation,Wheat,0.164828
2006,804,643,100510,448.441,1127.912,Ukraine,Russian Federation,Maize,0.448441
2006,804,643,100590,27873.27,233713.703,Ukraine,Russian Federation,Maize,27.87327
2006,804,643,110100,0.065,0.13,Ukraine,Russian Federation,Wheat,6.500000000000001e-05
2006,804,643,110220,28.343,140.441,Ukraine,Russian Federation,Maize,0.028343
2006,804,643,110313,2925.066,13606.005,Ukraine,Russian Federation,Maize,2.9250659999999997
2006,804,643,110812,2837.8,10635.37,Ukraine,Russian Federation,Maize,2.8378
2006,804,659,110311,0.013,0.03,Ukraine,Saint Kitts and Nevis,Wheat,1.3e-05
